

VNUM	LOCALE_NAME
2151	灵蛇弓+1
2152	灵蛇弓+2
2153	灵蛇弓+3
2154	灵蛇弓+4
2155	灵蛇弓+5
2156	灵蛇弓+6
2157	灵蛇弓+7
2158	灵蛇弓+8
2159	灵蛇弓+9
2160	魔神弓+0
2161	魔神弓+1
2162	魔神弓+2
2163	魔神弓+3
2164	魔神弓+4
2165	魔神弓+5
2166	魔神弓+6
2167	魔神弓+7
2168	魔神弓+8
2169	魔神弓+9
2170	铁牌弓+0
2171	铁牌弓+1
2172	铁牌弓+2
2173	铁牌弓+3
2174	铁牌弓+4
2175	铁牌弓+5
2176	铁牌弓+6
2177	铁牌弓+7
2178	铁牌弓+8
2179	铁牌弓+9
2180	青龙弓+0
2181	青龙弓+1
2182	青龙弓+2
2183	青龙弓+3
2184	青龙弓+4
2185	青龙弓+5
2186	青龙弓+6
2187	青龙弓+7
2188	青龙弓+8
2189	青龙弓+9
2190	永神弓+0
2191	永神弓+1
2192	永神弓+2
2193	永神弓+3
2194	永神弓+4
2195	永神弓+5
2196	永神弓+6
2197	永神弓+7
2198	永神弓+8
2199	永神弓+9
3000	狱刀+0
3001	狱刀+1
3002	狱刀+2
3003	狱刀+3
3004	狱刀+4
3005	狱刀+5
3006	狱刀+6
3007	狱刀+7
3008	狱刀+8
3009	狱刀+9
3010	钢尖枪+0
3011	钢尖枪+1
3012	钢尖枪+2
3013	钢尖枪+3
3014	钢尖枪+4
3015	钢尖枪+5
3016	钢尖枪+6
3017	钢尖枪+7
3018	钢尖枪+8
3019	钢尖枪+9
3020	黑漆刀+0
3021	黑漆刀+1
3022	黑漆刀+2
3023	黑漆刀+3
3024	黑漆刀+4
3025	黑漆刀+5
3026	黑漆刀+6
3027	黑漆刀+7
3028	黑漆刀+8
3029	黑漆刀+9
3030	独龙枪+0
3031	独龙枪+1
3032	独龙枪+2
3033	独龙枪+3
3034	独龙枪+4
3035	独龙枪+5
3036	独龙枪+6
3037	独龙枪+7
3038	独龙枪+8
3039	独龙枪+9
3040	双刃戟+0
3041	双刃戟+1
3042	双刃戟+2
3043	双刃戟+3
3044	双刃戟+4
3045	双刃戟+5
3046	双刃戟+6
3047	双刃戟+7
3048	双刃戟+8
3049	双刃戟+9
3050	旋风斩+0
3051	旋风斩+1
3052	旋风斩+2
3053	旋风斩+3
3054	旋风斩+4
3055	旋风斩+5
3056	旋风斩+6
3057	旋风斩+7
3058	旋风斩+8
3059	旋风斩+9
3060	罗汉戟+0
3061	罗汉戟+1
3062	罗汉戟+2
3063	罗汉戟+3
3064	罗汉戟+4
3065	罗汉戟+5
3066	罗汉戟+6
3067	罗汉戟+7
3068	罗汉戟+8
3069	罗汉戟+9
3070	霸王戟+0
3071	霸王戟+1
3072	霸王戟+2
3073	霸王戟+3
3074	霸王戟+4
3075	霸王戟+5
3076	霸王戟+6
3077	霸王戟+7
3078	霸王戟+8
3079	霸王戟+9
3080	蚩尤碎+0
3081	蚩尤碎+1
3082	蚩尤碎+2
3083	蚩尤碎+3
3084	蚩尤碎+4
3085	蚩尤碎+5
3086	蚩尤碎+6
3087	蚩尤碎+7
3088	蚩尤碎+8
3089	蚩尤碎+9
3090	镇天戟+0
3091	镇天戟+1
3092	镇天戟+2
3093	镇天戟+3
3094	镇天戟+4
3095	镇天戟+5
3096	镇天戟+6
3097	镇天戟+7
3098	镇天戟+8
3099	镇天戟+9
3100	通天刃+0
3101	通天刃+1
3102	通天刃+2
3103	通天刃+3
3104	通天刃+4
3105	通天刃+5
3106	通天刃+6
3107	通天刃+7
3108	通天刃+8
3109	通天刃+9
3110	破邪+0
3111	破邪+1
3112	破邪+2
3113	破邪+3
3114	破邪+4
3115	破邪+5
3116	破邪+6
3117	破邪+7
3118	破邪+8
3119	破邪+9
3120	虎怒+0
3121	虎怒+1
3122	虎怒+2
3123	虎怒+3
3124	虎怒+4
3125	虎怒+5
3126	虎怒+6
3127	虎怒+7
3128	虎怒+8
3129	虎怒+9
3130	方天戟+0
3131	方天戟+1
3132	方天戟+2
3133	方天戟+3
3134	方天戟+4
3135	方天戟+5
3136	方天戟+6
3137	方天戟+7
3138	方天戟+8
3139	方天戟+9
3140	毒龙胆+0
3141	毒龙胆+1
3142	毒龙胆+2
3143	毒龙胆+3
3144	毒龙胆+4
3145	毒龙胆+5
3146	毒龙胆+6
3147	毒龙胆+7
3148	毒龙胆+8
3149	毒龙胆+9
3150	炎龙魂+0
3151	炎龙魂+1
3152	炎龙魂+2
3153	炎龙魂+3
3154	炎龙魂+4
3155	炎龙魂+5
3156	炎龙魂+6
3157	炎龙魂+7
3158	炎龙魂+8
3159	炎龙魂+9
3160	狱焰+0
3161	狱焰+1
3162	狱焰+2
3163	狱焰+3
3164	狱焰+4
3165	狱焰+5
3166	狱焰+6
3167	狱焰+7
3168	狱焰+8
3169	狱焰+9
3170	冥王斧+0
3171	冥王斧+1
3172	冥王斧+2
3173	冥王斧+3
3174	冥王斧+4
3175	冥王斧+5
3176	冥王斧+6
3177	冥王斧+7
3178	冥王斧+8
3179	冥王斧+9
3180	狱火+0
3181	狱火+1
3182	狱火+2
3183	狱火+3
3184	狱火+4
3185	狱火+5
3186	狱火+6
3187	狱火+7
3188	狱火+8
3189	狱火+9
3190	神龙破+0
3191	神龙破+1
3192	神龙破+2
3193	神龙破+3
3194	神龙破+4
3195	神龙破+5
3196	神龙破+6
3197	神龙破+7
3198	神龙破+8
3199	神龙破+9
3200	九天灭世+0
3201	九天灭世+1
3202	九天灭世+2
3203	九天灭世+3
3204	九天灭世+4
3205	九天灭世+5
3206	九天灭世+6
3207	九天灭世+7
3208	九天灭世+8
3209	九天灭世+9
3210	玄冥剑+0
3211	玄冥剑+1
3212	玄冥剑+2
3213	玄冥剑+3
3214	玄冥剑+4
3215	玄冥剑+5
3216	玄冥剑+6
3217	玄冥剑+7
3218	玄冥剑+8
3219	玄冥剑+9
4000	朱雀虹+0
4001	朱雀虹+1
4002	朱雀虹+2
4003	朱雀虹+3
4004	朱雀虹+4
4005	朱雀虹+5
4006	朱雀虹+6
4007	朱雀虹+7
4008	朱雀虹+8
4009	朱雀虹+9
4010	飞影+0
4011	飞影+1
4012	飞影+2
4013	飞影+3
4014	飞影+4
4015	飞影+5
4016	飞影+6
4017	飞影+7
4018	飞影+8
4019	飞影+9
4020	圣飞鹰+0
4021	圣飞鹰+1
4022	圣飞鹰+2
4023	圣飞鹰+3
4024	圣飞鹰+4
4025	圣飞鹰+5
4026	圣飞鹰+6
4027	圣飞鹰+7
4028	圣飞鹰+8
4029	圣飞鹰+9
4030	辉星追月+0
4031	辉星追月+1
4032	辉星追月+2
4033	辉星追月+3
4034	辉星追月+4
4035	辉星追月+5
4036	辉星追月+6
4037	辉星追月+7
4038	辉星追月+8
4039	辉星追月+9
4040	日影黄泉+0
4041	日影黄泉+1
4042	日影黄泉+2
4043	日影黄泉+3
4044	日影黄泉+4
4045	日影黄泉+5
4046	日影黄泉+6
4047	日影黄泉+7
4048	日影黄泉+8
4049	日影黄泉+9
5000	石铃+0
5001	石铃+1
5002	石铃+2
5003	石铃+3
5004	石铃+4
5005	石铃+5
5006	石铃+6
5007	石铃+7
5008	石铃+8
5009	石铃+9
5010	铜铃+0
5011	铜铃+1
5012	铜铃+2
5013	铜铃+3
5014	铜铃+4
5015	铜铃+5
5016	铜铃+6
5017	铜铃+7
5018	铜铃+8
5019	铜铃+9
5020	银铃+0
5021	银铃+1
5022	银铃+2
5023	银铃+3
5024	银铃+4
5025	银铃+5
5026	银铃+6
5027	银铃+7
5028	银铃+8
5029	银铃+9
5030	玉铃+0
5031	玉铃+1
5032	玉铃+2
5033	玉铃+3
5034	玉铃+4
5035	玉铃+5
5036	玉铃+6
5037	玉铃+7
5038	玉铃+8
5039	玉铃+9
5040	奇音铃+0
5041	奇音铃+1
5042	奇音铃+2
5043	奇音铃+3
5044	奇音铃+4
5045	奇音铃+5
5046	奇音铃+6
5047	奇音铃+7
5048	奇音铃+8
5049	奇音铃+9
5050	梅花铃+0
5051	梅花铃+1
5052	梅花铃+2
5053	梅花铃+3
5054	梅花铃+4
5055	梅花铃+5
5056	梅花铃+6
5057	梅花铃+7
5058	梅花铃+8
5059	梅花铃+9
5060	退魂铃+0
5061	退魂铃+1
5062	退魂铃+2
5063	退魂铃+3
5064	退魂铃+4
5065	退魂铃+5
5066	退魂铃+6
5067	退魂铃+7
5068	退魂铃+8
5069	退魂铃+9
5070	摄魂铃+0
5071	摄魂铃+1
5072	摄魂铃+2
5073	摄魂铃+3
5074	摄魂铃+4
5075	摄魂铃+5
5076	摄魂铃+6
5077	摄魂铃+7
5078	摄魂铃+8
5079	摄魂铃+9
5080	御雷铃+0
5081	御雷铃+1
5082	御雷铃+2
5083	御雷铃+3
5084	御雷铃+4
5085	御雷铃+5
5086	御雷铃+6
5087	御雷铃+7
5088	御雷铃+8
5089	御雷铃+9
5090	天神铃+0
5091	天神铃+1
5092	天神铃+2
5093	天神铃+3
5094	天神铃+4
5095	天神铃+5
5096	天神铃+6
5097	天神铃+7
5098	天神铃+8
5099	天神铃+9
5100	日月乾坤+0
5101	日月乾坤+1
5102	日月乾坤+2
5103	日月乾坤+3
5104	日月乾坤+4
5105	日月乾坤+5
5106	日月乾坤+6
5107	日月乾坤+7
5108	日月乾坤+8
5109	日月乾坤+9
5110	玄金铃+0
5111	玄金铃+1
5112	玄金铃+2
5113	玄金铃+3
5114	玄金铃+4
5115	玄金铃+5
5116	玄金铃+6
5117	玄金铃+7
5118	玄金铃+8
5119	玄金铃+9
5120	青竹铃+0
5121	青竹铃+1
5122	青竹铃+2
5123	青竹铃+3
5124	青竹铃+4
5125	青竹铃+5
5126	青竹铃+6
5127	青竹铃+7
5128	青竹铃+8
5129	青竹铃+9
5130	死神铃+0
5131	死神铃+1
5132	死神铃+2
5133	死神铃+3
5134	死神铃+4
5135	死神铃+5
5136	死神铃+6
5137	死神铃+7
5138	死神铃+8
5139	死神铃+9
5140	龙耳铃+0
5141	龙耳铃+1
5142	龙耳铃+2
5143	龙耳铃+3
5144	龙耳铃+4
5145	龙耳铃+5
5146	龙耳铃+6
5147	龙耳铃+7
5148	龙耳铃+8
5149	龙耳铃+9
5150	粉花铃+0
5151	粉花铃+1
5152	粉花铃+2
5153	粉花铃+3
5154	粉花铃+4
5155	粉花铃+5
5156	粉花铃+6
5157	粉花铃+7
5158	粉花铃+8
5159	粉花铃+9
7000	白扇+0
7001	白扇+1
7002	白扇+2
7003	白扇+3
7004	白扇+4
7005	白扇+5
7006	白扇+6
7007	白扇+7
7008	白扇+8
7009	白扇+9
7010	紫禁扇+0
7011	紫禁扇+1
7012	紫禁扇+2
7013	紫禁扇+3
7014	紫禁扇+4
7015	紫禁扇+5
7016	紫禁扇+6
7017	紫禁扇+7
7018	紫禁扇+8
7019	紫禁扇+9
7020	黑弧扇+0
7021	黑弧扇+1
7022	黑弧扇+2
7023	黑弧扇+3
7024	黑弧扇+4
7025	黑弧扇+5
7026	黑弧扇+6
7027	黑弧扇+7
7028	黑弧扇+8
7029	黑弧扇+9
7030	逍遥扇+0
7031	逍遥扇+1
7032	逍遥扇+2
7033	逍遥扇+3
7034	逍遥扇+4
7035	逍遥扇+5
7036	逍遥扇+6
7037	逍遥扇+7
7038	逍遥扇+8
7039	逍遥扇+9
7040	孔雀扇+0
7041	孔雀扇+1
7042	孔雀扇+2
7043	孔雀扇+3
7044	孔雀扇+4
7045	孔雀扇+5
7046	孔雀扇+6
7047	孔雀扇+7
7048	孔雀扇+8
7049	孔雀扇+9
7050	淸水扇+0
7051	淸水扇+1
7052	淸水扇+2
7053	淸水扇+3
7054	淸水扇+4
7055	淸水扇+5
7056	淸水扇+6
7057	淸水扇+7
7058	淸水扇+8
7059	淸水扇+9
7060	切岩扇+0
7061	切岩扇+1
7062	切岩扇+2
7063	切岩扇+3
7064	切岩扇+4
7065	切岩扇+5
7066	切岩扇+6
7067	切岩扇+7
7068	切岩扇+8
7069	切岩扇+9
7070	七彩扇+0
7071	七彩扇+1
7072	七彩扇+2
7073	七彩扇+3
7074	七彩扇+4
7075	七彩扇+5
7076	七彩扇+6
7077	七彩扇+7
7078	七彩扇+8
7079	七彩扇+9
7080	玄甲扇+0
7081	玄甲扇+1
7082	玄甲扇+2
7083	玄甲扇+3
7084	玄甲扇+4
7085	玄甲扇+5
7086	玄甲扇+6
7087	玄甲扇+7
7088	玄甲扇+8
7089	玄甲扇+9
7090	云舞扇+0
7091	云舞扇+1
7092	云舞扇+2
7093	云舞扇+3
7094	云舞扇+4
7095	云舞扇+5
7096	云舞扇+6
7097	云舞扇+7
7098	云舞扇+8
7099	云舞扇+9
7100	飘香扇+0
7101	飘香扇+1
7102	飘香扇+2
7103	飘香扇+3
7104	飘香扇+4
7105	飘香扇+5
7106	飘香扇+6
7107	飘香扇+7
7108	飘香扇+8
7109	飘香扇+9
7110	天怒扇+0
7111	天怒扇+1
7112	天怒扇+2
7113	天怒扇+3
7114	天怒扇+4
7115	天怒扇+5
7116	天怒扇+6
7117	天怒扇+7
7118	天怒扇+8
7119	天怒扇+9
7120	龙骑扇+0
7121	龙骑扇+1
7122	龙骑扇+2
7123	龙骑扇+3
7124	龙骑扇+4
7125	龙骑扇+5
7126	龙骑扇+6
7127	龙骑扇+7
7128	龙骑扇+8
7129	龙骑扇+9
7130	刹凤扇+0
7131	刹凤扇+1
7132	刹凤扇+2
7133	刹凤扇+3
7134	刹凤扇+4
7135	刹凤扇+5
7136	刹凤扇+6
7137	刹凤扇+7
7138	刹凤扇+8
7139	刹凤扇+9
7140	修罗扇+0
7141	修罗扇+1
7142	修罗扇+2
7143	修罗扇+3
7144	修罗扇+4
7145	修罗扇+5
7146	修罗扇+6
7147	修罗扇+7
7148	修罗扇+8
7149	修罗扇+9
7150	八面玲珑+0
7151	八面玲珑+1
7152	八面玲珑+2
7153	八面玲珑+3
7154	八面玲珑+4
7155	八面玲珑+5
7156	八面玲珑+6
7157	八面玲珑+7
7158	八面玲珑+8
7159	八面玲珑+9
7160	七翎扇+0
7161	七翎扇+1
7162	七翎扇+2
7163	七翎扇+3
7164	七翎扇+4
7165	七翎扇+5
7166	七翎扇+6
7167	七翎扇+7
7168	七翎扇+8
7169	七翎扇+9
7170	八卦扇+0
7171	八卦扇+1
7172	八卦扇+2
